"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","doJOZc","W4Efsd 7","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Centro+M%C3%A9dico+Billinghurst/data=!4m7!3m6!1s0x95bcb9c15d1a891d:0x7c2e7a401ae00ab6!8m2!3d-34.5761803!4d-58.572118!16s%2Fg%2F11byp5ztj4!19sChIJHYkaXcG5vJURtgrgGkB6Lnw?authuser=0&hl=es-419&rclk=1","Centro Médico Billinghurst","4.1","(47)","Centro médico","·","·","Moreno 4003 - Villa","Cerrado","⋅ Abre a las 9 a.m.","4846-9581","https://m.facebook.com/centromedicobillinghurst/","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Un servicio","medico","de primera calidad."""
"https://www.google.com/maps/place/Consultorios+Medicos/data=!4m7!3m6!1s0x95bcc62632e7c04f:0xe81fd61e76056511!8m2!3d-34.6785513!4d-58.5573505!16s%2Fg%2F11j0q8kg8p!19sChIJT8DnMibGvJUREWUFdh7WH-g?authuser=0&hl=es-419&rclk=1","Consultorios Medicos","3.3","(4)","Grupo médico","·","·","","","Entre Ríos 3285","011 4651-0870","","","Indicaciones","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bastante bien el traumatologo""","",""
"https://www.google.com/maps/place/Consultorio+Medico/data=!4m7!3m6!1s0x95bcca2624ac2325:0x87f77bcf021060dc!8m2!3d-34.6289975!4d-58.4591922!16s%2Fg%2F1tnmsxvh!19sChIJJSOsJCbKvJUR3GAQAs9794c?authuser=0&hl=es-419&rclk=1","Consultorio Medico","3.2","(31)","Médico","·","·","","","Cnel. Ramón L. Falcón 2181","011 4633-5003","","","Indicaciones","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Para hacerle un juicio realmente por mala praxis.""","",""
"https://www.google.com/maps/place/CONSULTORIOS+MEDICOS+ESPECIALIZADOS+San+Vicente/data=!4m7!3m6!1s0x95bcb6b6ba185643:0xb039477421630ecd!8m2!3d-34.5321554!4d-58.4810137!16s%2Fg%2F11b6_fbkzb!19sChIJQ1YYura2vJURzQ5jIXRHObA?authuser=0&hl=es-419&rclk=1","CONSULTORIOS MEDICOS ESPECIALIZADOS San Vicente","2.5","(2)","Centro médico","·","Sta. Rosa 1485","","","","","","","Indicaciones","","","","","","","",""
"https://www.google.com/maps/place/CIMEBA+-+Consultorios+Integrales+de+Medicina+y+Est%C3%A9tica+Buenos+Aires/data=!4m7!3m6!1s0x95bcb7c27b7281a7:0x7b6de729323d31d4!8m2!3d-34.5989517!4d-58.516646!16s%2Fg%2F11j5cs3wtm!19sChIJp4Fye8K3vJUR1DE9MinnbXs?authuser=0&hl=es-419&rclk=1","CIMEBA - Consultorios Integrales de Medicina y Estética Buenos Aires","4.8","(348)","Centro médico","·","·","Cerrado","⋅ Abre a las 8 a.m.","Av. Lincoln 4390","011 4502-9108","","","Indicaciones","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""El","Dr","es todo lo que un paciente espera del"
"https://www.google.com/maps/place/Centro+M%C3%A9dico+Billinghurst/data=!4m7!3m6!1s0x95bcb9c15d1a891d:0x7c2e7a401ae00ab6!8m2!3d-34.5761803!4d-58.572118!16s%2Fg%2F11byp5ztj4!19sChIJHYkaXcG5vJURtgrgGkB6Lnw?authuser=0&hl=es-419&rclk=1","Centro Médico Billinghurst","4.1","(47)","Centro médico","·","·","Moreno 4003 - Villa","Cerrado","⋅ Abre a las 9 a.m.","4846-9581","","","","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Un servicio","medico","de primera calidad."""
"https://www.google.com/maps/place/Consultorios+Medicos/data=!4m7!3m6!1s0x95bcc62632e7c04f:0xe81fd61e76056511!8m2!3d-34.6785513!4d-58.5573505!16s%2Fg%2F11j0q8kg8p!19sChIJT8DnMibGvJUREWUFdh7WH-g?authuser=0&hl=es-419&rclk=1","Consultorios Medicos","3.3","(4)","Grupo médico","·","·","","","Entre Ríos 3285","011 4651-0870","","","Indicaciones","","","","","","","",""
"https://www.google.com/maps/place/Consultorio+Medico/data=!4m7!3m6!1s0x95bcca2624ac2325:0x87f77bcf021060dc!8m2!3d-34.6289975!4d-58.4591922!16s%2Fg%2F1tnmsxvh!19sChIJJSOsJCbKvJUR3GAQAs9794c?authuser=0&hl=es-419&rclk=1","Consultorio Medico","3.2","(31)","Médico","·","·","","","Cnel. Ramón L. Falcón 2181","011 4633-5003","https://www.swissmedical.com.ar/clinewsite/olivos/","","Indicaciones","","Sitio web","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Para hacerle un juicio realmente por mala praxis.""","",""
"https://www.google.com/maps/place/CONSULTORIOS+MEDICOS+ESPECIALIZADOS+San+Vicente/data=!4m7!3m6!1s0x95bcb6b6ba185643:0xb039477421630ecd!8m2!3d-34.5321554!4d-58.4810137!16s%2Fg%2F11b6_fbkzb!19sChIJQ1YYura2vJURzQ5jIXRHObA?authuser=0&hl=es-419&rclk=1","CONSULTORIOS MEDICOS ESPECIALIZADOS San Vicente","2.5","(2)","Centro médico","·","Sta. Rosa 1485","","","","","","","Indicaciones","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""El","Dr","es todo lo que un paciente espera del"
"https://www.google.com/maps/place/Cl%C3%ADnica+Olivos/data=!4m7!3m6!1s0x95bcb14a15cc9643:0x745adafbf7636749!8m2!3d-34.5228547!4d-58.4849909!16s%2Fg%2F1vnnklhc!19sChIJQ5bMFUqxvJURSWdj9_vaWnQ?authuser=0&hl=es-419&rclk=1","Clínica Olivos","2.7","(1,420)","Hospital privado","·","·","Av. Maipú 1660","Abierto las 24 horas","","011 6090-3000","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwji4ezfja-PAxWSYEgAHWYXGGEYABAAGgJjZQ&co=1&ase=2&gclid=Cj0KCQjw_L_FBhDmARIsAItqgt7BYVq_ptBYgsxDwf4or915--7u-RCOw-trbaE-wUX-03SBPpXmF1saAjhZEALw_wcB&ohost=www.google.com&cid=CAESuAHg9slQ6M1BtIiWe3r0NBK-ZJudYvv15nl0uyBKL3xh2qph6ab6piuMletw4syZvpi3pCajVb5T5xM_wUJnQtrS6gTrzei4kuzQvS1fF9NGPsBfLZg6qg44ohkulfdtjsT9Rj0j2alF5dT6ld5s1HkNrficwhv5vy-A7b8XQepQ9C_1SNoDxOzno3HD9DbSPtUS1poiIt9Kp9DI9tQEypvBUJ37ydhbW4SKpE571P90X1V2zY4Wu0Tg&category=acrcp_v1_40&sig=AOD64_2jbTtv2TxWDFHgbQG6w3L_Enm9cg&adurl&q&ctype=99&nis=6","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente atención de recepcionistas y","médicos",", rapidos y agiles."""
"https://www.google.com/maps/place/CIMEBA+-+Consultorios+Integrales+de+Medicina+y+Est%C3%A9tica+Buenos+Aires/data=!4m7!3m6!1s0x95bcb7c27b7281a7:0x7b6de729323d31d4!8m2!3d-34.5989517!4d-58.516646!16s%2Fg%2F11j5cs3wtm!19sChIJp4Fye8K3vJUR1DE9MinnbXs?authuser=0&hl=es-419&rclk=1","CIMEBA - Consultorios Integrales de Medicina y Estética Buenos Aires","4.8","(348)","Centro médico","·","·","Cerrado","⋅ Abre a las 8 a.m.","Av. Lincoln 4390","011 4502-9108","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwji4ezfja-PAxWSYEgAHWYXGGEYABABGgJjZQ&co=1&ase=2&gclid=Cj0KCQjw_L_FBhDmARIsAItqgt6SQlj0v_CmmoZGtJnhKnHGNIT8JnE9HT4dXsFYxdEhvzi9FoxoPmkaAhmhEALw_wcB&ohost=www.google.com&cid=CAESuAHg9slQ6M1BtIiWe3r0NBK-ZJudYvv15nl0uyBKL3xh2qph6ab6piuMletw4syZvpi3pCajVb5T5xM_wUJnQtrS6gTrzei4kuzQvS1fF9NGPsBfLZg6qg44ohkulfdtjsT9Rj0j2alF5dT6ld5s1HkNrficwhv5vy-A7b8XQepQ9C_1SNoDxOzno3HD9DbSPtUS1poiIt9Kp9DI9tQEypvBUJ37ydhbW4SKpE571P90X1V2zY4Wu0Tg&category=acrcp_v1_40&sig=AOD64_39yK1-gHl5k6tnJSYNVqSl1_2GKQ&adurl&q&ctype=99&nis=6","","Indicaciones","","Sitio web","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""El","Dr","es todo lo que un paciente espera del"
"https://www.google.com/maps/place/Centro+M%C3%A9dico+Caballito/data=!4m7!3m6!1s0x95bcca31c5b03965:0x945024ed4483f7d6!8m2!3d-34.6307392!4d-58.4507272!16s%2Fg%2F1thvj3ml!19sChIJZTmwxTHKvJUR1veDRO0kUJQ?authuser=0&hl=es-419&rclk=1","Centro Médico Caballito","3.2","(193)","Centro médico","·","·","Av. Directorio 1662","Cerrado","⋅ Abre a las 8 a.m.","011 4632-4002","http://www.centromedicocaballito.com/","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""El","médico","atento y accesible para consultas después."""
"https://www.google.com/maps/place/Consultorio+Medico+La+Gracia/data=!4m7!3m6!1s0x95bcc9ed8ae9f5c1:0xf47b3a7dad236d33!8m2!3d-34.6203699!4d-58.47453!16s%2Fg%2F11dzzg4zzy!19sChIJwfXpiu3JvJURM20jrX06e_Q?authuser=0&hl=es-419&rclk=1","Consultorio Medico La Gracia","4.6","(12)","Médico","·","Av. Gaona 3507","Cerrado","⋅ Abre a las 9 a.m.","·","011 4613-3422","","","Indicaciones","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""El dermatólogo atendió a mi hija y fue amabilisimo.""","",""
"https://www.google.com/maps/place/Consultorios+M%C3%A9dicos+Integrales+Caballito/data=!4m7!3m6!1s0x95bcca39631d2627:0x78a62205b9270a9!8m2!3d-34.6226884!4d-58.4457955!16s%2Fg%2F1hc3c535f!19sChIJJyYdYznKvJURqXCSWyBiigc?authuser=0&hl=es-419&rclk=1","Consultorios Médicos Integrales Caballito","2.9","(7)","Centro médico","·","·","","","Víctor Martínez 15","011 4988-1990","","","Indicaciones","","","","","","","",""
"https://www.google.com/maps/place/Centro+Medico+Hurlingham+CMH/data=!4m7!3m6!1s0x95bcb937922becab:0x6ee503f892cacbe6!8m2!3d-34.5885235!4d-58.6305996!16s%2Fg%2F11hbgpr13f!19sChIJq-wrkje5vJUR5svKkvgD5W4?authuser=0&hl=es-419&rclk=1","Centro Medico Hurlingham CMH","2.5","(158)","Centro de salud comunitario","·","·","Arturo Jauretche 954","Cerrado","⋅ Abre a las 8 a.m.","011 5353-9839","http://cmhsalud.com.ar/","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Esto es un centro","médico",", no una pizzería"""
"https://www.google.com/maps/place/Especialidades+M%C3%A9dicas+Villa+Bosch/data=!4m7!3m6!1s0x95bcb9cd1bc1b0ab:0xc2f7304069e8b5e8!8m2!3d-34.589507!4d-58.5682899!16s%2Fg%2F11f2b5b4nr!19sChIJq7DBG825vJUR6LXoaUAw98I?authuser=0&hl=es-419&rclk=1","Especialidades Médicas Villa Bosch","4.7","(19)","Médico","·","·","Cerrado","⋅ Abre a las 8 a.m.","El Payador 5160","011 4734-0043","","","Indicaciones","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bien, no espere ni 5min y me atendieron (oftalmologo).""","",""
"https://www.google.com/maps/place/Consultorios+M%C3%A9dicos+Virrey+Loreto/data=!4m7!3m6!1s0x95bcb0a21e0e81b1:0xe8477215c0f0e499!8m2!3d-34.5266107!4d-58.5485906!16s%2Fg%2F11f5gpz6x6!19sChIJsYEOHqKwvJURmeTwwBVyR-g?authuser=0&hl=es-419&rclk=1","Consultorios Médicos Virrey Loreto","3.8","(38)","Médico","·","·","Cerrado","⋅ Abre a las 8 a.m.","Virrey Loreto 4037","0800-888-6789","","","Indicaciones","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Muy buenos profesionales y muy buena atención""","",""
"https://www.google.com/maps/place/M%C3%A9dico+Cl%C3%ADnico+Dr.+Luis+Ojeda/data=!4m7!3m6!1s0x95bcb65cc1333851:0x9a76d8fba01d0c1b!8m2!3d-34.5777698!4d-58.4898826!16s%2Fg%2F11b6hwz0cn!19sChIJUTgzwVy2vJURGwwdoPvYdpo?authuser=0&hl=es-419&rclk=1","Médico Clínico Dr. Luis Ojeda","3.7","(3)","Clínica de medicina deportiva","·","Blanco Encalada 5384","Cerrado","⋅ Abre a las 9:30 a.m.","·","011 4523-3118","","","Indicaciones","","","","","","","",""
"https://www.google.com/maps/place/Consultorios+Medicos+Villa+Ballester/data=!4m7!3m6!1s0x95bcb7a00e5df23b:0x52b23774db9d8ef8!8m2!3d-34.5473004!4d-58.5516634!16s%2Fg%2F11mmpdvr7r!19sChIJO_JdDqC3vJUR-I6d23Q3slI?authuser=0&hl=es-419&rclk=1","Consultorios Medicos Villa Ballester","5.0","(6)","Médico","·","Buenos Aires 4816","·","Cerrado","⋅ Abre a las 2 p.m.","011 4738-4817","https://www.instagram.com/consultoriosvillaballester/","","Sitio web","","Indicaciones","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""100% recomendable!@""","",""
"https://www.google.com/maps/place/MS+Consultorios+M%C3%A9dicos/data=!4m7!3m6!1s0x95bcbda9d1afd1e9:0x4c55008684444799!8m2!3d-34.549116!4d-58.6998183!16s%2Fg%2F11bbrh8gp0!19sChIJ6dGv0am9vJURmUdEhIYAVUw?authuser=0&hl=es-419&rclk=1","MS Consultorios Médicos","4.6","(37)","Centro médico","·","·","Cerrado","⋅ Abre a las 9 a.m.","Azcuénaga 1040","011 4664-6421","","","Indicaciones","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente atención neurólogo Infantil 👏 👍""","",""
"https://www.google.com/maps/place/CENTRO+MEDICO+CUINSA/data=!4m7!3m6!1s0x95bccbcd26ee8b2b:0x27a49941c1e07e49!8m2!3d-34.6316746!4d-58.4488777!16s%2Fg%2F11r9dycspk!19sChIJK4vuJs3LvJURSX7gwUGZpCc?authuser=0&hl=es-419&rclk=1","CENTRO MEDICO CUINSA","4.5","(89)","Centro médico","·","·","Malvinas Argentinas 677","Cerrado","⋅ Abre a las 8 a.m.","","http://www.cuinsa.com.ar/","","Sitio web","","Indicaciones","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente atención, el trato y por sobre todo el valor humano.""","",""
"https://www.google.com/maps/place/Grupo+M%C3%A9dico+Carapachay/data=!4m7!3m6!1s0x95bcb0bea79933e5:0x7b1416c8bab1fd4!8m2!3d-34.5265808!4d-58.5370367!16s%2Fg%2F11f1yw0c_7!19sChIJ5TOZp76wvJUR1B-ri2xBsQc?authuser=0&hl=es-419&rclk=1","Grupo Médico Carapachay","4.2","(33)","Médico","·","B1606CPC, Alfredo Guido 3473","Cerrado","⋅ Abre a la 1:30 p.m.","·","011 7721-3627","","","Indicaciones","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""La","Doctora","Claudia Luna, pediatra, súper recomendable."""
"https://www.google.com/maps/place/Consultorios+M%C3%A9dicos+%E2%80%9CMachado%E2%80%9D/data=!4m7!3m6!1s0x95bcb8a001a2a4d3:0x461dd8a2bf06b30b!8m2!3d-34.6464548!4d-58.6230471!16s%2Fg%2F11b76tt60w!19sChIJ06SiAaC4vJURC7MGv6LYHUY?authuser=0&hl=es-419&rclk=1","Consultorios Médicos “Machado”","4.0","(54)","Servicios médicos locales","·","·","Cerrado","⋅ Abre a las 9:30 a.m.","Gral. Machado 1028","011 4627-0031","","","Indicaciones","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Me atendí allí con","Dr","Cogorno,excelente!!"""
"https://www.google.com/maps/place/Consultorio+M%C3%A9dico+Villa+Urquiza+del+Ni%C3%B1o+y+la+Mujer/data=!4m7!3m6!1s0x95bcb665ec416a53:0xcb4ae5038e00f667!8m2!3d-34.5744802!4d-58.4789705!16s%2Fg%2F11b6dwlmmy!19sChIJU2pB7GW2vJURZ_YAjgPlSss?authuser=0&hl=es-419&rclk=1","Consultorio Médico Villa Urquiza del Niño y la Mujer","3.2","(69)","Centro médico","·","Av. Álvarez Thomas 2753","Cerrado","⋅ Abre a las 9 a.m.","·","011 4523-6899","","","Indicaciones","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ellas atravesaron toda su infancia con su atención","médica","."""
"https://www.google.com/maps/place/HUMA+-+Centro+Medico+Integral/data=!4m7!3m6!1s0x95bcba05ad5c0001:0x1fefb1f0be970f63!8m2!3d-34.5418927!4d-58.5623834!16s%2Fg%2F11flt2q4sy!19sChIJAQBcrQW6vJURYw-XvvCx7x8?authuser=0&hl=es-419&rclk=1","HUMA - Centro Medico Integral","3.6","(162)","Centro médico","·","·","Cerrado","⋅ Abre a las 8 a.m.","Prof G. Simón 2628","4723-1716","","","Indicaciones","","","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""La atención en el estudio videoinstagmografia excelente!""","",""
"https://www.google.com/maps/place/Centro+M%C3%A9dico+Comunitario+de+Ituzaing%C3%B3/data=!4m7!3m6!1s0x95bcbf7aaa4394ad:0x79e3a310ce0a3ba2!8m2!3d-34.6533438!4d-58.6803366!16s%2Fg%2F1tj74swg!19sChIJrZRDqnq_vJURojsKzhCj43k?authuser=0&hl=es-419&rclk=1","Centro Médico Comunitario de Ituzaingó","3.4","(124)","Centro médico","·","·","Av. Int. Carlos Ratti 1064","Cerrado","⋅ Abre a las 8:30 a.m.","011 4661-1333","http://www.cmcituzaingo.com.ar/","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente profesional la Endocrinóloga.""","",""
"https://www.google.com/maps/place/Cl%C3%ADnica+Dres.+M.+Tachella/data=!4m7!3m6!1s0x95bcc78f00f4c857:0x83f0c6f6c2c4ac2d!8m2!3d-34.6434212!4d-58.5861065!16s%2Fg%2F1vm_z1xj!19sChIJV8j0AI_HvJURLazEwvbG8IM?authuser=0&hl=es-419&rclk=1","Clínica Dres. M. Tachella","2.2","(447)","Médico","·","·","Av. Rivadavia 15577","Abierto las 24 horas","","0800-345-1407","http://www.clinicatachella.com.ar/","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Todas las veces q fui por guardia pediátrica me atendieron excelente.""","",""
"https://www.google.com/maps/place/Centro+M%C3%A9dico+Accord+San+Mart%C3%ADn/data=!4m7!3m6!1s0x95bcb7d037f86f7b:0x2d5682a0c015f7e9!8m2!3d-34.5828646!4d-58.536921!16s%2Fg%2F11fk36k1rh!19sChIJe2_4N9C3vJUR6fcVwKCCVi0?authuser=0&hl=es-419&rclk=1","Centro Médico Accord San Martín","2.8","(46)","Centro médico","·","·","Perdriel 4170","Abierto las 24 horas","","0810-888-2226","https://www.centromedicoaccord.com.ar/","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""El","doctor","Quintero es excelente en lo que hace."""
"https://www.google.com/maps/place/CEMEDIC+-+Centro+Medico+Villa+Luro/data=!4m7!3m6!1s0x95bcc9b1066c92c5:0x56dfdb7de863bca1!8m2!3d-34.6389796!4d-58.5008251!16s%2Fg%2F11b8_lcw53!19sChIJxZJsBrHJvJURobxj6H3b31Y?authuser=0&hl=es-419&rclk=1","CEMEDIC - Centro Medico Villa Luro","4.6","(1,797)","Médico","·","·","CFD, Cnel. Ramón L. Falcón 5206","Cerrado","⋅ Abre a las 8 a.m.","011 2060-7695","http://cemedic.com.ar/","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente la atención de los","médico","con los que me he atendido."""
"https://www.google.com/maps/place/Centro+Medico+Hurlingham+CMH/data=!4m7!3m6!1s0x95bcb937922becab:0x6ee503f892cacbe6!8m2!3d-34.5885235!4d-58.6305996!16s%2Fg%2F11hbgpr13f!19sChIJq-wrkje5vJUR5svKkvgD5W4?authuser=0&hl=es-419&rclk=1","Especialidades Médicas Villa Bosch","4.7","(19)","Médico","·","·","El Payador 5160","Cerrado","⋅ Abre a las 8 a.m.","011 4734-0043","","","","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bien, no espere ni 5min y me atendieron (oftalmologo).""","",""
"https://www.google.com/maps/place/Especialidades+M%C3%A9dicas+Villa+Bosch/data=!4m7!3m6!1s0x95bcb9cd1bc1b0ab:0xc2f7304069e8b5e8!8m2!3d-34.589507!4d-58.5682899!16s%2Fg%2F11f2b5b4nr!19sChIJq7DBG825vJUR6LXoaUAw98I?authuser=0&hl=es-419&rclk=1","Especialidades Médicas Villa Bosch","4.7","(19)","Médico","·","·","Cerrado","⋅ Abre a las 8 a.m.","El Payador 5160","011 4734-0043","","","Indicaciones","","","","·","","","",""
"https://www.google.com/maps/place/Consultorios+M%C3%A9dicos+Virrey+Loreto/data=!4m7!3m6!1s0x95bcb0a21e0e81b1:0xe8477215c0f0e499!8m2!3d-34.5266107!4d-58.5485906!16s%2Fg%2F11f5gpz6x6!19sChIJsYEOHqKwvJURmeTwwBVyR-g?authuser=0&hl=es-419&rclk=1","Consultorios Médicos Virrey Loreto","3.8","(38)","Médico","·","·","Cerrado","⋅ Abre a las 8 a.m.","Virrey Loreto 4037","0800-888-6789","https://www.instagram.com/consultoriosvillaballester/","","Indicaciones","","Sitio web","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Muy buenos profesionales y muy buena atención""","",""
"https://www.google.com/maps/place/M%C3%A9dico+Cl%C3%ADnico+Dr.+Luis+Ojeda/data=!4m7!3m6!1s0x95bcb65cc1333851:0x9a76d8fba01d0c1b!8m2!3d-34.5777698!4d-58.4898826!16s%2Fg%2F11b6hwz0cn!19sChIJUTgzwVy2vJURGwwdoPvYdpo?authuser=0&hl=es-419&rclk=1","Médico Clínico Dr. Luis Ojeda","3.7","(3)","Clínica de medicina deportiva","·","Blanco Encalada 5384","Cerrado","⋅ Abre a las 9:30 a.m.","·","011 4523-3118","","","Indicaciones","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente atención neurólogo Infantil 👏 👍""","",""
"https://www.google.com/maps/place/CENTRO+MEDICO+CUINSA/data=!4m7!3m6!1s0x95bccbcd26ee8b2b:0x27a49941c1e07e49!8m2!3d-34.6316746!4d-58.4488777!16s%2Fg%2F11r9dycspk!19sChIJK4vuJs3LvJURSX7gwUGZpCc?authuser=0&hl=es-419&rclk=1","CENTRO MEDICO CUINSA","4.5","(89)","Centro médico","·","·","Malvinas Argentinas 677","Cerrado","⋅ Abre a las 8 a.m.","","","","","","Indicaciones","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente atención, el trato y por sobre todo el valor humano.""","",""
"https://www.google.com/maps/place/Consultorio+M%C3%A9dico+Villa+Urquiza+del+Ni%C3%B1o+y+la+Mujer/data=!4m7!3m6!1s0x95bcb665ec416a53:0xcb4ae5038e00f667!8m2!3d-34.5744802!4d-58.4789705!16s%2Fg%2F11b6dwlmmy!19sChIJU2pB7GW2vJURZ_YAjgPlSss?authuser=0&hl=es-419&rclk=1","Consultorio Médico Villa Urquiza del Niño y la Mujer","3.2","(69)","Centro médico","·","Av. Álvarez Thomas 2753","Cerrado","⋅ Abre a las 9 a.m.","·","011 4523-6899","http://www.cmcituzaingo.com.ar/","","Indicaciones","","Sitio web","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ellas atravesaron toda su infancia con su atención","médica","."""
"https://www.google.com/maps/place/HUMA+-+Centro+Medico+Integral/data=!4m7!3m6!1s0x95bcba05ad5c0001:0x1fefb1f0be970f63!8m2!3d-34.5418927!4d-58.5623834!16s%2Fg%2F11flt2q4sy!19sChIJAQBcrQW6vJURYw-XvvCx7x8?authuser=0&hl=es-419&rclk=1","HUMA - Centro Medico Integral","3.6","(162)","Centro médico","·","·","Cerrado","⋅ Abre a las 8 a.m.","Prof G. Simón 2628","4723-1716","http://www.clinicatachella.com.ar/","","Indicaciones","","Sitio web","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""La atención en el estudio videoinstagmografia excelente!""","",""
"https://www.google.com/maps/place/Centro+M%C3%A9dico+Accord+San+Mart%C3%ADn/data=!4m7!3m6!1s0x95bcb7d037f86f7b:0x2d5682a0c015f7e9!8m2!3d-34.5828646!4d-58.536921!16s%2Fg%2F11fk36k1rh!19sChIJe2_4N9C3vJUR6fcVwKCCVi0?authuser=0&hl=es-419&rclk=1","Centro Médico Accord San Martín","2.8","(46)","Centro médico","·","·","Perdriel 4170","Abierto las 24 horas","","0810-888-2226","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwji4ezfja-PAxWSYEgAHWYXGGEYABAAGgJjZQ&co=1&ase=2&gclid=Cj0KCQjw_L_FBhDmARIsAItqgt7BYVq_ptBYgsxDwf4or915--7u-RCOw-trbaE-wUX-03SBPpXmF1saAjhZEALw_wcB&ohost=www.google.com&cid=CAESuAHg9slQ6M1BtIiWe3r0NBK-ZJudYvv15nl0uyBKL3xh2qph6ab6piuMletw4syZvpi3pCajVb5T5xM_wUJnQtrS6gTrzei4kuzQvS1fF9NGPsBfLZg6qg44ohkulfdtjsT9Rj0j2alF5dT6ld5s1HkNrficwhv5vy-A7b8XQepQ9C_1SNoDxOzno3HD9DbSPtUS1poiIt9Kp9DI9tQEypvBUJ37ydhbW4SKpE571P90X1V2zY4Wu0Tg&category=acrcp_v1_40&sig=AOD64_2jbTtv2TxWDFHgbQG6w3L_Enm9cg&adurl&q&ctype=99&nis=6","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""El","doctor","Quintero es excelente en lo que hace."""
"https://www.google.com/maps/place/CEMEDIC+-+Centro+Medico+Villa+Luro/data=!4m7!3m6!1s0x95bcc9b1066c92c5:0x56dfdb7de863bca1!8m2!3d-34.6389796!4d-58.5008251!16s%2Fg%2F11b8_lcw53!19sChIJxZJsBrHJvJURobxj6H3b31Y?authuser=0&hl=es-419&rclk=1","CEMEDIC - Centro Medico Villa Luro","4.6","(1,797)","Médico","·","·","CFD, Cnel. Ramón L. Falcón 5206","Cerrado","⋅ Abre a las 8 a.m.","011 2060-7695","https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwji4ezfja-PAxWSYEgAHWYXGGEYABABGgJjZQ&co=1&ase=2&gclid=Cj0KCQjw_L_FBhDmARIsAItqgt6SQlj0v_CmmoZGtJnhKnHGNIT8JnE9HT4dXsFYxdEhvzi9FoxoPmkaAhmhEALw_wcB&ohost=www.google.com&cid=CAESuAHg9slQ6M1BtIiWe3r0NBK-ZJudYvv15nl0uyBKL3xh2qph6ab6piuMletw4syZvpi3pCajVb5T5xM_wUJnQtrS6gTrzei4kuzQvS1fF9NGPsBfLZg6qg44ohkulfdtjsT9Rj0j2alF5dT6ld5s1HkNrficwhv5vy-A7b8XQepQ9C_1SNoDxOzno3HD9DbSPtUS1poiIt9Kp9DI9tQEypvBUJ37ydhbW4SKpE571P90X1V2zY4Wu0Tg&category=acrcp_v1_40&sig=AOD64_39yK1-gHl5k6tnJSYNVqSl1_2GKQ&adurl&q&ctype=99&nis=6","","Sitio web","","Indicaciones","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Excelente la atención de los","médico","con los que me he atendido."""
